id,date
USC00010369,1997-12-29
USC00011143,1997-12-14
USC00012096,1997-12-29
USC00013620,1997-12-29
USC00013655,1997-12-29
USC00013775,1997-12-29
USC00015635,1997-12-29
USC00016000,1997-12-15
USC00016121,1997-12-29
USC00016478,1997-12-29
USC00017207,1998-02-04
USC00017304,1997-12-29
USC00018469,1997-12-29
USC00020159,1997-10-12
USC00020174,1997-12-02
USC00020750,1997-10-07
USC00020775,1998-02-21
USC00020808,1997-12-21
USC00020871,1997-12-09
USC00021001,1997-11-12
USC00021664,1998-02-05
USC00021920,1998-01-05
USC00022140,1997-12-22
USC00023009,1997-10-12
USC00023683,1997-10-12
USC00023828,1997-11-13
USC00023961,1997-12-02
USC00024089,1997-12-23
USC00024453,1997-12-23
USC00024675,1997-12-01
USC00025129,1998-01-10
USC00025412,1997-10-25
USC00025418,1998-02-15
USC00025780,1997-11-12
USC00026037,1997-12-23
USC00026119,1997-12-24
USC00026180,1997-12-25
USC00026190,1997-12-25
USC00026468,1997-12-25
USC00026601,1997-11-28
USC00026653,1998-02-24
USC00026716,1997-12-10
USC00026796,1997-12-22
USC00027334,1998-02-20
USC00027435,1997-12-02
USC00027488,1997-12-24
USC00027593,1998-02-05
USC00027619,1997-09-06
USC00027622,1997-12-22
USC00027716,1997-12-09
USC00027855,1997-11-28
USC00028012,1997-12-02
USC00028018,1997-12-02
USC00028329,1997-10-12
USC00028468,1998-01-10
USC00028650,1997-12-26
USC00029156,1997-11-14
USC00029158,1997-12-22
USC00029271,1998-02-25
USC00029334,1997-12-22
USC00029359,1997-11-14
USC00029410,1997-12-01
USC00029542,1997-12-22
USC00029562,1997-12-22
USC00030586,1997-12-12
USC00030616,1997-12-29
USC00030842,1997-12-29
USC00031132,1997-12-28
USC00031310,1997-12-27
USC00031419,1997-12-29
USC00031632,1997-12-08
USC00031900,1997-12-29
USC00031948,1997-11-15
USC00032356,1997-11-12
USC00032366,1997-12-08
USC00032444,1997-12-29
USC00032930,1997-12-28
USC00032946,1997-12-29
USC00033442,1997-11-15
USC00033544,1997-12-12
USC00034106,1997-12-28
USC00034290,1997-12-25
USC00034746,1997-12-08
USC00034756,1997-12-27
USC00035018,1997-12-29
USC00035036,1997-12-08
USC00035177,1997-11-14
USC00035820,1997-12-08
USC00036380,1997-12-08
USC00036393,1997-12-29
USC00036403,1997-12-07
USC00037712,1998-01-16
USC00040029,1997-11-17
USC00040684,1998-02-14
USC00040741,1997-10-07
USC00040823,1998-02-24
USC00040943,1997-10-11
USC00041018,1997-10-12
USC00041072,1997-12-05
USC00041080,1997-12-08
USC00041214,1997-12-06
USC00041277,1997-10-11
USC00041476,1997-12-06
USC00041497,1997-12-06
USC00041606,1998-01-04
USC00041697,1997-11-16
USC00041700,1997-11-26
USC00041886,1998-01-05
USC00041912,1998-01-04
USC00041990,1997-12-20
USC00042239,1998-02-04
USC00042467,1997-10-11
USC00042500,1998-01-04
USC00042504,1997-12-08
USC00042506,1997-12-05
USC00042574,1997-12-13
USC00042771,1997-12-21
USC00043157,1997-11-16
USC00043463,1997-12-09
USC00043551,1997-10-11
USC00043614,1997-12-21
USC00043672,1998-01-05
USC00043824,1997-12-08
USC00043859,1997-12-14
USC00043939,1997-12-08
USC00044211,1997-11-27
USC00044288,1998-01-03
USC00044374,1997-11-27
USC00044671,1997-12-21
USC00044713,1997-10-10
USC00044838,1997-11-19
USC00044881,1997-12-08
USC00045026,1997-10-11
USC00045280,1997-11-11
USC00045311,1997-10-07
USC00045356,1997-10-11
USC00045400,1998-01-04
USC00045449,1997-11-16
USC00045679,1997-12-08
USC00045795,1998-02-07
USC00045933,1997-12-08
USC00045983,1997-11-30
USC00046136,1998-01-04
USC00046597,1997-12-08
USC00046657,1997-11-27
USC00046773,1997-11-10
USC00046946,1997-12-14
USC00047195,1998-02-24
USC00047253,1997-12-06
USC00047581,1998-01-06
USC00047641,1998-01-02
USC00047689,1998-01-04
USC00048218,1998-01-07
USC00048380,1997-11-26
USC00048606,1997-12-08
USC00048702,1997-12-06
USC00048758,1997-10-11
USC00048829,1997-12-06
USC00048873,1997-11-26
USC00048928,1998-01-04
USC00049026,1998-01-07
USC00049043,1997-10-09
USC00049053,1997-12-08
USC00049105,1997-10-09
USC00049390,1998-01-06
USC00049822,1997-11-26
USC00049855,1997-12-07
USC00049866,1997-12-21
USC00050102,1997-10-25
USC00050109,1997-10-25
USC00050185,1997-10-09
USC00050214,1997-10-24
USC00050263,1997-10-25
USC00050301,1997-10-25
USC00050304,1997-10-25
USC00050372,1997-10-08
USC00050454,1997-10-12
USC00050581,1997-10-25
USC00050776,1997-10-12
USC00050797,1997-10-25
