id,date
US10adam004,2007-01-14
US10adam006,2007-01-15
US10adam010,2007-01-15
US10bann001,2006-10-18
US10blai008,2006-12-21
US10blai010,2006-10-18
US10boon005,2007-01-14
US10boon006,2006-12-21
US10boon010,2007-01-21
US10box_001,2006-10-18
US10box_003,2006-12-21
US10box_004,2007-02-12
US10box_005,2006-10-18
US10buff002,2007-02-13
US10buff004,2007-01-13
US10buff006,2007-01-13
US10buff008,2006-10-21
US10buff013,2007-01-15
US10buff015,2007-01-15
US10buff017,2006-10-18
US10burt002,2007-01-01
US10burt003,2006-12-31
US10butl005,2006-12-31
US10butl008,2006-12-31
US10butl011,2006-10-18
US10ceda001,2006-10-18
US10ceda002,2007-01-15
US10ceda005,2006-10-18
US10ceda006,2007-01-13
US10ceda008,2006-10-18
US10ceda009,2006-12-31
US10ceda010,2006-10-18
US10ceda011,2006-10-18
US10ceda012,2007-01-15
US10chas001,2006-11-29
US10chas002,2006-11-29
US10chas003,2006-10-18
US10chas006,2006-11-29
US10chas008,2006-10-18
US10chas009,2006-12-21
US10chas011,2006-11-29
US10chas012,2006-10-18
US10chas016,2006-10-18
US10chas017,2007-01-05
US10chas025,2006-11-29
US10chas027,2006-11-29
US10cher005,2006-10-18
US10cher006,2006-12-21
US10cher007,2006-10-18
US10cher008,2006-10-18
US10cher012,2006-10-21
US10cher013,2006-10-17
US10cher016,2006-11-15
US10cher018,2006-12-22
US10cher019,2006-12-18
US10chey002,2006-10-18
US10chey003,2006-10-18
US10chey005,2006-11-29
US10chey006,2006-10-18
US10chey007,2006-12-20
US10chey010,2006-10-18
US10chey012,2006-10-18
US10chey014,2006-10-18
US10chey015,2006-12-22
US10chey016,2006-10-18
US10chey017,2006-10-18
US10chey019,2006-10-18
US10chey021,2006-10-18
US10chey024,2006-10-18
US10chey026,2006-10-17
US10chey027,2006-10-18
US10chey028,2006-10-18
US10chey029,2006-10-18
US10chey035,2006-10-18
US10chey037,2006-10-18
US10clay002,2007-01-14
US10clay004,2007-01-14
US10clay008,2007-01-14
US10clay017,2007-01-21
US10clay018,2007-02-10
US10colf001,2007-01-01
US10colf002,2007-01-14
US10cumi002,2007-02-25
US10cumi009,2007-01-15
US10cust005,2006-10-18
US10cust007,2006-12-21
US10cust008,2006-10-17
US10cust009,2006-10-18
US10cust010,2006-10-18
US10cust013,2006-12-21
US10cust014,2006-10-18
US10cust015,2006-10-18
US10cust017,2006-12-21
US10cust020,2006-10-18
US10cust021,2006-12-21
US10cust022,2006-10-18
US10dawe001,2006-10-18
US10dawe005,2006-12-18
US10dawe006,2007-01-13
US10dawe007,2006-10-21
US10daws001,2006-10-18
US10daws002,2006-12-21
US10daws008,2006-09-11
US10daws009,2006-12-30
US10daws010,2006-11-15
US10daws011,2006-11-15
US10daws013,2006-10-18
US10daws014,2006-12-30
US10deue004,2006-12-21
US10deue012,2006-10-18
US10deue016,2006-11-29
US10deue017,2006-11-29
US10deue018,2006-11-29
US10doug001,2007-01-01
US10doug002,2007-01-14
US10doug005,2007-01-21
US10doug006,2007-01-01
US10doug009,2007-01-01
US10doug014,2007-01-14
US10dund001,2006-12-20
US10dund003,2006-12-20
US10dund004,2006-11-29
US10dund005,2006-12-20
US10dund009,2006-12-20
US10dund010,2006-11-29
US10dund011,2006-12-20
US10dund014,2006-11-29
US10dund015,2006-11-29
US10dund017,2006-11-29
US10dund019,2006-10-27
US10dund020,2006-11-29
US10fill003,2007-01-15
US10fill006,2007-01-01
US10fill007,2007-01-01
US10fill012,2006-12-31
US10fran001,2007-01-15
US10fran002,2006-11-15
US10fran003,2006-11-15
US10fran005,2007-01-14
US10fran006,2006-11-15
US10fran007,2006-11-15
US10fran009,2007-01-14
US10fron002,2006-12-22
US10fron003,2006-11-29
US10fron004,2007-01-15
US10fron005,2006-11-29
US10fron007,2007-01-21
US10fron010,2006-12-22
US10fron011,2007-01-13
US10fron016,2007-01-21
US10furn002,2006-12-31
US10furn004,2006-12-30
US10furn005,2006-10-16
US10furn006,2006-12-21
US10furn008,2007-02-13
US10furn010,2006-12-31
US10furn014,2006-12-31
US10furn018,2007-02-13
US10furn019,2007-01-14
US10furn020,2006-12-22
US10gage003,2007-01-01
US10gage004,2006-12-31
US10gage007,2007-02-13
US10gage009,2006-12-31
US10gage012,2007-01-01
US10gage013,2007-01-02
US10gage018,2007-01-01
US10gage020,2007-01-21
US10gage022,2007-01-01
US10gard008,2006-12-20
US10gard009,2006-10-18
US10garf004,2006-10-18
US10gosp002,2006-12-30
US10gosp003,2006-12-21
US10gosp004,2006-10-18
US10gran003,2006-11-15
US10gree003,2006-10-18
US10gree004,2006-10-18
US10gree007,2006-10-18
US10hall001,2006-11-15
US10hall002,2006-11-15
US10hall004,2006-10-18
US10hall005,2006-12-22
US10hall006,2006-08-13
US10hall009,2006-12-22
US10hall011,2006-11-15
US10hall012,2006-11-15
US10hall014,2007-01-21
US10hall018,2006-10-21
US10hall020,2006-10-21
US10hall021,2006-08-28
US10hami002,2007-01-21
US10hami003,2007-01-14
US10hami004,2007-01-14
US10hami005,2007-01-15
US10hami006,2007-01-02
US10hami008,2007-01-14
US10harl008,2007-01-13
US10harl009,2007-01-22
US10harl010,2007-01-13
US10harl012,2007-01-15
US10haye002,2006-11-29
US10haye003,2006-12-07
US10haye004,2006-11-29
US10haye005,2006-12-21
US10haye006,2006-12-30
US10haye007,2006-12-30
US10haye009,2007-02-10
US10hitc003,2006-12-21
US10hitc004,2006-10-09
US10hitc007,2006-11-29
US10hitc013,2006-11-29
US10hitc018,2006-12-21
US10holt002,2006-10-18
US10holt003,2006-10-18
US10holt007,2006-10-18
US10holt008,2006-10-18
US10holt009,2007-01-15
US10holt010,2006-10-18
US10holt012,2006-10-18
US10holt015,2007-01-14
US10hook001,2006-12-21
US10hook002,2006-10-18
US10hook003,2006-10-12
US10hook008,2006-10-21
US10howa002,2006-11-15
US10howa005,2006-11-15
US10howa007,2007-01-14
US10howa008,2007-01-14
US10jeff003,2006-12-31
US10jeff004,2007-01-01
US10jeff006,2006-12-31
US10jeff009,2006-12-31
US10jeff013,2006-12-30
US10jeff014,2006-12-31
US10john001,2007-01-01
US10john002,2007-01-01
US10john004,2007-01-01
US10john008,2007-01-01
US10john009,2006-12-31
US10john010,2007-01-14
US10john015,2007-01-01
US10kear004,2006-11-15
US10kear005,2006-11-15
US10kear009,2007-01-15
US10keit003,2006-10-18
US10keit008,2006-10-18
US10keit009,2006-11-29
US10keya001,2006-10-18
US10keya003,2006-10-18
US10kimb001,2006-10-18
US10kimb007,2006-12-21
US10kimb009,2006-10-18
US10kimb010,2006-12-21
US10knox004,2006-10-18
US10lanc001,2006-12-31
US10lanc014,2007-01-01
